mode_main,distance,main_reason,week_day,age,education,female,license,main_activity,cars,temp,precip,wind
car,1.38464,commuting,4,"less than 18",lower,0,0,student,1,14.4,0,1.9
walk,0.0309918,shopping,3,55-64,lower,1,0,"family caregiver",1,19.1,0,1.9
pt,1.63221,shopping,3,55-64,higher,1,1,other,1,20.8,0.3,1.4
walk,0.0169263,shopping,3,55-64,higher,1,1,other,1,20.8,0.3,1.4
pt,9.34772,personal_errants,3,55-64,higher,1,1,other,1,20.8,0.3,1.4
pt,9.34772,taking_bringing_persons,3,55-64,higher,1,1,other,1,20.8,0.3,1.4
pt,4.21306,taking_bringing_persons,4,55-64,higher,1,1,unemployed,1,21.7,28.9,0
pt,1.94146,taking_bringing_persons,4,55-64,higher,1,1,unemployed,1,21.7,28.9,0
pt,3.08583,taking_bringing_persons,4,55-64,higher,1,1,unemployed,1,21.7,28.9,0
pt,4.75056,personal_errants,4,55-64,higher,1,1,unemployed,1,21.7,28.9,0
pt,4.75056,personal_errants,4,55-64,higher,1,1,unemployed,0,21.7,28.9,0
pt,1.02698,other,4,55-64,higher,1,1,unemployed,1,21.7,28.9,0
pt,1.02698,other,4,55-64,higher,1,1,unemployed,0,21.7,28.9,0
car,7.01546,commuting,4,45-54,higher,0,1,employee,1,21.7,28.9,0
car,0.948483,other,3,55-64,higher,0,1,unemployed,1,20.8,0.3,1.4
walk,0.948483,other,3,55-64,higher,0,1,unemployed,1,20.8,0.3,1.4
walk,1.5107,other,3,55-64,higher,0,1,unemployed,1,20.8,0.3,1.4
pt,43.538,commuting,3,45-54,higher,1,1,employee,1,14.8,0.2,0
walk,0.566331,commuting,3,"less than 18",lower,1,0,student,0,14.8,0.2,0
pt,9.06494,personal_errants,3,55-64,higher,0,1,retired/pensioner,1,20.8,0.3,1.4
pt,4.78907,commuting,3,18-24,higher,0,0,employee,1,15,3.5,1.7
pt,4.78907,commuting,3,18-24,higher,0,0,employee,0,15,3.5,1.7
pt,3.87843,other,3,18-24,higher,1,1,unemployed,1,15,3.5,1.7
pt,5.81132,commuting,4,55-64,lower,1,0,employee,0,18.7,0,2.5
walk,0.350945,shopping,4,55-64,lower,1,0,employee,0,18.7,0,2.5
car,0.461529,taking_bringing_persons,4,45-54,higher,0,1,employee,1,18.7,0,2.5
car,10.128,commuting,4,45-54,higher,0,1,employee,1,18.7,0,2.5
car,13.3594,commuting,4,45-54,higher,0,1,employee,1,18.7,0,2.5
car,23.2181,commuting,4,45-54,higher,0,1,employee,1,18.7,0,2.5
pt,4.0027,commuting,4,45-54,higher,0,1,employee,1,18.7,0,2.5
pt,40.2803,commuting,4,45-54,higher,0,1,employee,1,18.7,0,2.5
car,38.1258,commuting,4,45-54,higher,0,1,employee,1,18.7,0,2.5
car,3.61235,other,1,"more than 74",lower,1,0,retired/pensioner,0,14.9,0,1.7
walk,0.113441,other,4,"more than 74",higher,1,0,retired/pensioner,0,14.4,0,1.9
walk,0.199249,commuting,4,55-64,higher,1,0,employee,0,18.7,0,2.5
pt,9.53816,personal_errants,4,"more than 74",higher,1,0,retired/pensioner,0,18.7,0,2.5
pt,2.49068,shopping,4,65-74,higher,1,0,retired/pensioner,0,18.7,0,2.5
walk,0.181277,shopping,4,"more than 74",lower,1,0,retired/pensioner,0,18.7,0,2.5
pt,6.17778,commuting,4,55-64,lower,1,0,employee,0,20,0,1.1
pt,7.65081,commuting,3,35-44,higher,1,1,employee,1,18.4,0,2.2
walk,0.26082,commuting,3,"less than 18",lower,1,0,student,1,18.4,0,2.2
car,0.342159,commuting,4,"less than 18",lower,1,0,student,1,14.4,0,1.9
walk,0.31853,shopping,4,"more than 74",lower,0,1,retired/pensioner,0,14.4,0,1.9
pt,1.98141,other,3,55-64,higher,1,1,retired/pensioner,1,14.8,0.2,0
pt,3.05947,personal_errants,2,55-64,higher,1,1,unemployed,1,16.2,1,0
pt,6.01412,other,2,55-64,higher,1,1,unemployed,1,16.2,1,0
pt,3.68674,personal_errants,3,45-54,higher,1,1,unemployed,0,14.8,0.2,0
walk,0.141799,commuting,1,"less than 18",lower,1,0,student,0,15.5,13.8,0
pt,6.59193,commuting,3,25-34,higher,1,1,employee,1,20.8,0.3,1.4
walk,1.76827,other,4,45-54,higher,1,1,unemployed,1,18.7,0,2.5
pt,5.18379,shopping,1,"more than 74",lower,1,1,retired/pensioner,0,14.9,0,1.7
pt,2.94847,personal_errants,1,"more than 74",lower,1,1,retired/pensioner,0,14.9,0,1.7
pt,2.9006,personal_errants,4,65-74,higher,1,1,retired/pensioner,1,18.7,0,2.5
walk,0.740228,personal_errants,4,65-74,higher,1,1,retired/pensioner,1,18.7,0,2.5
pt,0.740228,taking_bringing_persons,4,65-74,higher,1,1,retired/pensioner,1,18.7,0,2.5
pt,2.43209,shopping,4,65-74,higher,1,1,retired/pensioner,1,18.7,0,2.5
walk,1.72827,commuting,4,55-64,higher,0,1,employee,1,21.7,28.9,0
walk,1.72827,commuting,4,55-64,higher,0,1,employee,0,21.7,28.9,0
car,288.625,other,1,65-74,lower,1,0,retired/pensioner,0,19,5.6,0.8
pt,3.03793,commuting,3,45-54,higher,0,1,employee,1,14.8,0.2,0
pt,6.6306,commuting,3,55-64,lower,1,0,employee,0,19.1,0,1.9
pt,7.79991,other,3,55-64,lower,1,0,employee,0,19.1,0,1.9
pt,2.18246,other,3,55-64,lower,1,0,employee,0,19.1,0,1.9
pt,14.8164,other,3,55-64,higher,1,1,employee,1,15,3.5,1.7
pt,1.86233,shopping,3,55-64,higher,1,1,employee,1,15,3.5,1.7
pt,13.1511,shopping,3,55-64,higher,1,1,employee,1,15,3.5,1.7
pt,2.00634,commuting,1,55-64,lower,0,1,employee,1,19,5.6,0.8
car,5.4791,other,1,55-64,lower,0,1,employee,1,19,5.6,0.8
walk,2.16989,other,1,55-64,lower,0,1,employee,1,19,5.6,0.8
pt,12.4914,shopping,1,55-64,higher,0,1,employee,1,19,5.6,0.8
pt,3.52969,personal_errants,1,55-64,higher,0,1,employee,1,19,5.6,0.8
pt,16.7021,other,4,25-34,higher,0,1,student,1,21.7,28.9,0
pt,7.44132,commuting,2,55-64,higher,1,1,employee,1,18.8,0.2,1.1
pt,1.63064,shopping,3,65-74,lower,1,0,retired/pensioner,0,19.1,0,1.9
walk,0.100435,shopping,1,"more than 74",lower,1,0,retired/pensioner,0,14.9,0,1.7
pt,2.00228,other,3,55-64,higher,0,1,unemployed,1,20.8,0.3,1.4
pt,1.65256,personal_errants,3,55-64,higher,0,1,unemployed,1,20.8,0.3,1.4
walk,1.65256,personal_errants,3,55-64,higher,0,1,unemployed,1,20.8,0.3,1.4
walk,0.424756,shopping,4,55-64,lower,1,0,unemployed,0,21.7,28.9,0
car,7.29069,other,4,55-64,lower,1,0,unemployed,0,21.7,28.9,0
walk,0.199769,taking_bringing_persons,3,35-44,higher,1,1,"family caregiver",1,20.8,0.3,1.4
walk,0.915602,other,3,35-44,higher,1,1,"family caregiver",1,20.8,0.3,1.4
walk,0.883077,other,3,35-44,higher,1,1,"family caregiver",1,20.8,0.3,1.4
walk,0.287672,shopping,3,35-44,higher,1,1,"family caregiver",1,20.8,0.3,1.4
walk,0.199769,personal_errants,3,35-44,higher,1,1,"family caregiver",1,20.8,0.3,1.4
walk,0.199769,commuting,3,"less than 18",lower,0,0,student,1,20.8,0.3,1.4
walk,0.175858,shopping,1,55-64,lower,0,1,retired/pensioner,1,15.5,13.8,0
pt,4.63766,taking_bringing_persons,1,55-64,lower,0,1,retired/pensioner,1,15.5,13.8,0
pt,4.63766,personal_errants,1,55-64,lower,0,1,retired/pensioner,1,15.5,13.8,0
pt,0.303689,shopping,3,45-54,higher,0,0,unemployed,0,19.1,0,1.9
car,7.59941,personal_errants,3,55-64,higher,1,1,retired/pensioner,1,19.1,0,1.9
walk,0.211599,shopping,3,55-64,higher,1,1,retired/pensioner,1,19.1,0,1.9
walk,0.054264,shopping,1,65-74,lower,0,1,retired/pensioner,1,14.9,0,1.7
walk,3.2997,other,2,45-54,lower,0,0,unemployed,0,16.2,1,0
walk,1.34335,personal_errants,2,45-54,lower,0,0,unemployed,0,16.2,1,0
walk,1.08655,other,3,45-54,higher,1,0,student,0,20.8,0.3,1.4
pt,5.10719,commuting,3,45-54,higher,1,0,student,0,20.8,0.3,1.4
pt,2.0458,commuting,3,"less than 18",lower,0,0,student,0,20.8,0.3,1.4
pt,3.18364,personal_errants,3,"less than 18",lower,0,0,student,0,20.8,0.3,1.4
walk,1.64884,other,2,45-54,higher,1,0,employee,0,16.2,1,0
pt,1.64884,other,2,45-54,higher,1,0,employee,0,16.2,1,0
walk,0.252091,shopping,2,45-54,higher,1,0,employee,0,16.2,1,0
walk,4.01899,other,4,"more than 74",higher,0,1,retired/pensioner,1,20,0,1.1
walk,4.01899,other,4,"more than 74",higher,0,1,retired/pensioner,0,20,0,1.1
walk,0.671032,shopping,4,65-74,higher,0,1,retired/pensioner,0,21.7,28.9,0
pt,3.58398,commuting,4,55-64,higher,1,1,employee,1,20,0,1.1
walk,0.510258,other,3,55-64,lower,0,0,retired/pensioner,0,19.1,0,1.9
walk,0.184208,shopping,1,55-64,middle,1,1,employee,1,19,5.6,0.8
pt,7.51944,taking_bringing_persons,4,45-54,higher,1,1,employee,1,18.7,0,2.5
pt,0.581765,shopping,3,55-64,higher,0,1,retired/pensioner,1,20.8,0.3,1.4
pt,2.78143,other,3,55-64,higher,0,1,retired/pensioner,1,20.8,0.3,1.4
walk,2.78143,other,3,55-64,higher,0,1,retired/pensioner,1,20.8,0.3,1.4
walk,0.538733,commuting,3,"less than 18",lower,0,0,student,1,20.8,0.3,1.4
pt,8.67548,commuting,3,55-64,higher,0,1,employee,1,20.8,0.3,1.4
pt,11.7152,other,3,55-64,higher,0,1,employee,1,20.8,0.3,1.4
pt,3.59363,other,3,55-64,higher,0,1,employee,1,20.8,0.3,1.4
walk,0.557744,other,3,55-64,higher,0,1,retired/pensioner,1,14.8,0.2,0
walk,2.35053,personal_errants,4,55-64,higher,0,0,retired/pensioner,1,17.8,0,0
pt,2.35053,personal_errants,4,55-64,higher,0,0,retired/pensioner,1,17.8,0,0
walk,0.998406,other,1,55-64,higher,1,0,employee,0,15.5,13.8,0
walk,2.40922,other,1,45-54,higher,1,0,unemployed,0,16.2,0,3.1
walk,3.22087,shopping,1,45-54,higher,1,0,unemployed,0,16.2,0,3.1
walk,0.831915,shopping,1,45-54,higher,1,0,unemployed,0,16.2,0,3.1
pt,1.61297,other,3,55-64,lower,0,1,unemployed,0,14.8,0.2,0
walk,0.110432,shopping,3,55-64,lower,0,1,unemployed,1,14.8,0.2,0
walk,1.46398,other,3,55-64,lower,0,1,unemployed,1,14.8,0.2,0
car,4.91064,commuting,3,45-54,middle,1,0,employee,0,20.8,0.3,1.4
pt,4.91064,commuting,3,45-54,middle,1,0,employee,0,20.8,0.3,1.4
pt,1.61435,other,3,65-74,middle,0,1,retired/pensioner,1,14.8,0.2,0
walk,1.61435,other,3,65-74,middle,0,1,retired/pensioner,1,14.8,0.2,0
pt,3.21651,personal_errants,3,45-54,higher,1,1,employee,1,19.1,0,1.9
pt,3.4712,other,3,45-54,higher,1,1,employee,1,19.1,0,1.9
pt,0.565978,other,3,45-54,higher,1,1,employee,1,19.1,0,1.9
pt,7.3129,commuting,3,45-54,higher,1,1,employee,1,19.1,0,1.9
car,2.72721,other,3,45-54,higher,1,1,employee,1,19.1,0,1.9
walk,0.360151,other,3,65-74,lower,0,1,retired/pensioner,1,20.8,0.3,1.4
walk,2.14675,other,3,65-74,lower,0,1,retired/pensioner,1,20.8,0.3,1.4
walk,1.77891,shopping,3,65-74,lower,0,1,retired/pensioner,1,20.8,0.3,1.4
walk,0.530075,shopping,3,65-74,lower,0,1,retired/pensioner,1,20.8,0.3,1.4
walk,0.304452,personal_errants,4,65-74,middle,1,1,retired/pensioner,1,14.4,0,1.9
pt,2.01751,personal_errants,4,65-74,middle,1,1,retired/pensioner,1,14.4,0,1.9
pt,1.76884,personal_errants,4,65-74,middle,1,1,retired/pensioner,1,14.4,0,1.9
walk,0.3002,shopping,4,65-74,middle,1,1,retired/pensioner,1,14.4,0,1.9
walk,0.301391,other,1,45-54,lower,0,1,unemployed,1,15.5,13.8,0
walk,0.301391,other,1,45-54,lower,0,1,unemployed,0,15.5,13.8,0
pt,1.71321,commuting,3,35-44,higher,1,1,employee,1,20.8,0.3,1.4
walk,1.47922,taking_bringing_persons,3,35-44,higher,1,1,employee,1,20.8,0.3,1.4
walk,0.226754,commuting,3,"less than 18",lower,1,0,student,1,20.8,0.3,1.4
walk,0.693265,other,3,"less than 18",lower,1,0,student,1,20.8,0.3,1.4
walk,0.326727,shopping,3,"more than 74",lower,1,0,retired/pensioner,0,19.1,0,1.9
pt,1.68013,commuting,1,35-44,higher,1,1,employee,1,19,5.6,0.8
walk,0.685353,personal_errants,1,35-44,higher,1,1,employee,1,19,5.6,0.8
walk,0.685353,taking_bringing_persons,1,35-44,higher,1,1,employee,1,19,5.6,0.8
car,0.685353,commuting,1,"less than 18",lower,1,0,student,0,19,5.6,0.8
walk,0.685353,commuting,1,"less than 18",lower,1,0,student,0,19,5.6,0.8
pt,3.99924,commuting,1,18-24,lower,0,0,student,0,14.9,0,1.7
pt,6.33116,taking_bringing_persons,3,45-54,lower,1,0,unemployed,0,18.4,0,2.2
pt,3.94283,commuting,3,"less than 18",lower,0,0,student,0,18.4,0,2.2
pt,6.33116,other,3,"less than 18",lower,0,0,student,0,18.4,0,2.2
pt,4.37669,commuting,3,45-54,higher,0,1,employee,1,19.1,0,1.9
walk,0.0769689,shopping,4,"more than 74",lower,1,0,retired/pensioner,0,14.4,0,1.9
pt,10.3034,commuting,1,45-54,higher,0,1,employee,1,14.9,0,1.7
pt,3.37276,personal_errants,1,45-54,higher,0,1,employee,1,14.9,0,1.7
pt,2.39088,shopping,2,45-54,higher,1,1,employee,1,18.6,0.1,0
pt,2.39088,shopping,2,45-54,higher,1,1,employee,0,18.6,0.1,0
pt,5.32387,personal_errants,1,65-74,higher,0,1,retired/pensioner,1,14.9,0,1.7
walk,0.046967,shopping,1,65-74,higher,0,1,retired/pensioner,1,14.9,0,1.7
pt,6.61574,commuting,1,55-64,lower,0,1,employee,1,15.5,13.8,0
pt,6.52247,commuting,3,55-64,middle,0,1,employee,1,19.1,0,1.9
walk,2.17274,other,3,55-64,middle,0,1,employee,1,19.1,0,1.9
walk,0.300781,shopping,1,45-54,lower,1,1,employee,1,14.9,0,1.7
pt,4.20483,commuting,1,"less than 18",lower,1,0,student,0,14.9,0,1.7
pt,2.82674,personal_errants,1,"more than 74",lower,0,1,retired/pensioner,1,19,5.6,0.8
car,2.82674,personal_errants,1,"more than 74",lower,0,1,retired/pensioner,1,19,5.6,0.8
pt,5.09198,shopping,1,55-64,middle,0,1,retired/pensioner,1,14.9,0,1.7
walk,1.184,other,1,55-64,middle,0,1,retired/pensioner,1,14.9,0,1.7
pt,0.988633,other,1,65-74,lower,1,1,retired/pensioner,1,14.9,0,1.7
walk,0.988633,other,1,65-74,lower,1,1,retired/pensioner,0,14.9,0,1.7
pt,7.83793,commuting,1,55-64,lower,1,1,employee,1,19,5.6,0.8
pt,5.92781,commuting,3,35-44,higher,1,1,employee,1,19.1,0,1.9
walk,0.0755588,shopping,3,35-44,higher,1,1,employee,1,19.1,0,1.9
pt,0.915148,other,1,55-64,lower,1,0,unemployed,1,14.9,0,1.7
walk,0.151385,shopping,1,55-64,lower,1,0,unemployed,1,14.9,0,1.7
pt,5.55479,commuting,3,25-34,higher,0,1,employee,1,20.8,0.3,1.4
pt,5.17407,taking_bringing_persons,1,25-34,middle,0,1,student,1,14.9,0,1.7
pt,5.17407,personal_errants,1,25-34,middle,0,1,student,1,14.9,0,1.7
pt,4.2373,commuting,3,45-54,lower,1,1,employee,1,19.1,0,1.9
pt,2.4694,other,3,45-54,lower,1,1,employee,1,19.1,0,1.9
pt,5.94713,other,3,45-54,lower,1,1,employee,1,19.1,0,1.9
walk,0.620789,shopping,4,"more than 74",higher,1,1,retired/pensioner,1,20,0,1.1
pt,5.87286,other,4,"more than 74",higher,1,1,retired/pensioner,1,20,0,1.1
pt,5.26911,shopping,4,"more than 74",higher,1,1,retired/pensioner,1,20,0,1.1
car,1.31001,commuting,3,45-54,lower,0,1,employee,1,14.8,0.2,0
car,1.57007,commuting,3,45-54,lower,0,1,employee,1,14.8,0.2,0
car,1.70732,commuting,3,45-54,lower,0,1,employee,1,14.8,0.2,0
car,2.14217,commuting,3,45-54,lower,0,1,employee,1,14.8,0.2,0
car,13.3023,taking_bringing_persons,3,45-54,lower,0,1,employee,1,14.8,0.2,0
car,14.3086,shopping,3,45-54,lower,0,1,employee,1,14.8,0.2,0
car,1.80974,shopping,3,45-54,lower,0,1,employee,1,14.8,0.2,0
car,0.911203,taking_bringing_persons,4,45-54,higher,1,1,employee,1,17.7,2.8,2.5
car,0.911203,personal_errants,4,45-54,higher,1,1,employee,1,17.7,2.8,2.5
pt,0.807371,other,4,45-54,higher,1,1,employee,1,17.7,2.8,2.5
car,0.911203,commuting,4,"less than 18",lower,0,0,student,1,17.7,2.8,2.5
pt,6.12502,commuting,3,55-64,higher,0,1,employee,1,14.8,0.2,0
pt,2.16743,commuting,3,55-64,higher,0,1,employee,1,14.8,0.2,0
pt,14.8409,commuting,3,55-64,higher,1,1,employee,0,20.8,0.3,1.4
pt,1.2667,other,3,55-64,higher,1,1,employee,0,20.8,0.3,1.4
pt,4.05023,commuting,2,18-24,lower,0,1,student,1,16.2,1,0
pt,2.75027,other,1,45-54,higher,1,1,unemployed,1,19,5.6,0.8
pt,4.47763,commuting,1,35-44,higher,1,1,employee,0,16.2,0,3.1
car,4.47763,commuting,1,35-44,higher,1,1,employee,1,16.2,0,3.1
pt,2.02832,commuting,2,"less than 18",lower,0,0,student,0,16.2,1,0
walk,2.02832,commuting,2,"less than 18",lower,0,0,student,0,16.2,1,0
car,2.02832,commuting,2,"less than 18",lower,0,0,student,1,16.2,1,0
car,2.02832,commuting,2,"less than 18",lower,1,0,student,1,16.2,1,0
walk,0.417577,other,2,"less than 18",lower,1,0,student,0,16.2,1,0
walk,1.07589,shopping,3,45-54,higher,1,1,employee,0,19.1,0,1.9
walk,1.0399,other,3,45-54,higher,1,1,employee,0,19.1,0,1.9
pt,11.865,commuting,1,55-64,lower,0,1,employee,1,19,5.6,0.8
pt,12.5958,commuting,4,45-54,lower,1,1,employee,1,14.4,0,1.9
pt,14.4287,taking_bringing_persons,4,35-44,higher,0,1,employee,1,21.7,28.9,0
pt,14.4287,personal_errants,4,35-44,higher,0,1,employee,1,21.7,28.9,0
pt,11.9906,shopping,4,35-44,higher,0,1,employee,1,21.7,28.9,0
pt,2.52115,shopping,4,35-44,higher,0,1,employee,1,21.7,28.9,0
car,4.49782,commuting,2,"less than 18",lower,0,0,student,1,16.2,1,0
pt,4.49782,commuting,2,"less than 18",lower,0,0,student,0,16.2,1,0
pt,2.66781,commuting,3,45-54,higher,1,0,employee,0,20.8,0.3,1.4
walk,0.900883,shopping,4,45-54,lower,1,1,unemployed,0,21.7,28.9,0
walk,0.555016,other,4,45-54,lower,1,1,unemployed,1,21.7,28.9,0
walk,1.31679,other,4,45-54,lower,1,1,unemployed,1,21.7,28.9,0
pt,4.54204,personal_errants,2,55-64,higher,0,1,employee,1,16.2,1,0
pt,4.84172,personal_errants,2,55-64,higher,0,1,employee,1,16.2,1,0
walk,0.500638,shopping,3,55-64,higher,0,1,retired/pensioner,1,14.8,0.2,0
pt,11.604,other,3,55-64,higher,0,1,retired/pensioner,1,14.8,0.2,0
walk,0.0511211,taking_bringing_persons,3,45-54,lower,0,1,employee,1,14.8,0.2,0
walk,0.0511211,personal_errants,3,45-54,lower,0,1,employee,1,14.8,0.2,0
walk,0.435183,shopping,3,45-54,lower,0,1,employee,1,14.8,0.2,0
walk,0.609666,personal_errants,3,55-64,lower,1,1,retired/pensioner,1,15,3.5,1.7
walk,1.47506,personal_errants,3,55-64,lower,1,1,retired/pensioner,1,15,3.5,1.7
walk,1.10657,personal_errants,3,55-64,lower,1,1,retired/pensioner,1,15,3.5,1.7
pt,3.54167,personal_errants,2,55-64,higher,1,1,employee,1,18.6,0.1,0
pt,8.54321,shopping,2,55-64,higher,1,1,employee,0,18.6,0.1,0
pt,8.54321,taking_bringing_persons,2,55-64,higher,1,1,employee,0,18.6,0.1,0
pt,3.65882,commuting,4,55-64,lower,1,0,employee,0,20,0,1.1
car,0.580889,personal_errants,4,55-64,lower,1,0,employee,0,20,0,1.1
walk,0.580889,personal_errants,4,55-64,lower,1,0,employee,0,20,0,1.1
pt,10.4346,commuting,3,35-44,higher,1,1,employee,1,19.1,0,1.9
pt,9.15781,personal_errants,3,35-44,higher,1,1,employee,1,19.1,0,1.9
pt,2.47827,taking_bringing_persons,3,35-44,higher,1,1,employee,1,19.1,0,1.9
car,2.47827,commuting,3,"less than 18",lower,0,0,student,1,19.1,0,1.9
walk,1.09753,commuting,4,25-34,lower,0,1,employee,1,20,0,1.1
walk,1.43764,commuting,3,45-54,lower,1,1,employee,1,18.4,0,2.2
pt,0.262593,commuting,3,"less than 18",lower,0,0,student,0,18.4,0,2.2
pt,12.7375,personal_errants,3,55-64,higher,1,1,unemployed,1,18.4,0,2.2
pt,13.8301,taking_bringing_persons,4,18-24,lower,1,1,student,1,17.7,2.8,2.5
walk,0.129874,other,4,18-24,lower,1,1,student,1,17.7,2.8,2.5
walk,1.28624,other,4,18-24,lower,1,1,student,1,17.7,2.8,2.5
pt,13.0282,other,4,18-24,lower,1,1,student,1,17.7,2.8,2.5
walk,0.0516148,other,3,55-64,lower,1,0,"family caregiver",1,18.4,0,2.2
walk,0.0420019,shopping,3,55-64,lower,1,0,"family caregiver",1,18.4,0,2.2
walk,0.56542,commuting,3,"less than 18",lower,0,0,student,0,19.1,0,1.9
pt,10.8757,commuting,3,55-64,higher,0,1,employee,1,18.4,0,2.2
pt,8.19519,personal_errants,3,55-64,higher,0,1,employee,1,18.4,0,2.2
pt,1.64181,personal_errants,3,55-64,higher,0,1,employee,1,18.4,0,2.2
pt,6.93,personal_errants,3,55-64,higher,0,1,employee,1,18.4,0,2.2
pt,3.38988,taking_bringing_persons,3,55-64,higher,0,1,employee,1,18.4,0,2.2
walk,1.0831,other,3,65-74,lower,0,0,retired/pensioner,0,19.1,0,1.9
pt,6.0537,other,3,65-74,lower,0,0,retired/pensioner,0,19.1,0,1.9
pt,12.3557,commuting,3,55-64,higher,1,1,employee,1,19.1,0,1.9
pt,7.95831,other,3,55-64,higher,1,0,retired/pensioner,0,19.1,0,1.9
walk,0.66987,personal_errants,4,55-64,higher,1,1,retired/pensioner,0,17.7,2.8,2.5
pt,9.5358,other,4,55-64,higher,1,1,retired/pensioner,0,17.7,2.8,2.5
walk,1.00819,other,4,"more than 74",lower,0,1,retired/pensioner,1,14.4,0,1.9
walk,0.168815,other,4,"more than 74",lower,0,1,retired/pensioner,1,14.4,0,1.9
pt,12.8953,commuting,4,55-64,lower,0,1,employee,1,17.7,2.8,2.5
pt,1.59029,shopping,2,45-54,lower,0,0,employee,0,15.9,2.4,1.7
pt,12.4618,commuting,1,55-64,lower,1,1,employee,1,19,5.6,0.8
walk,0.0470399,other,1,55-64,lower,1,1,employee,1,19,5.6,0.8
moto,17.8828,commuting,3,45-54,lower,1,1,employee,1,18.4,0,2.2
pt,8.40296,commuting,3,"less than 18",lower,1,0,student,1,18.4,0,2.2
pt,8.40296,commuting,3,"less than 18",lower,1,0,student,0,18.4,0,2.2
pt,12.0686,commuting,3,25-34,higher,1,1,employee,1,19.1,0,1.9
pt,310.7,other,4,"more than 74",higher,0,1,retired/pensioner,1,14.4,0,1.9
pt,0.682934,personal_errants,4,"more than 74",higher,0,1,retired/pensioner,1,14.4,0,1.9
car,6.34529,shopping,4,45-54,lower,0,1,employee,0,18.7,0,2.5
pt,203.83,other,3,65-74,lower,0,1,retired/pensioner,1,18.4,0,2.2
walk,0.175515,commuting,4,55-64,lower,1,1,employee,1,17.7,2.8,2.5
walk,0.142825,shopping,3,"more than 74",higher,0,1,retired/pensioner,1,19.1,0,1.9
pt,0.767437,commuting,2,55-64,higher,1,1,employee,1,18.6,0.1,0
walk,0.746118,shopping,4,35-44,higher,1,1,employee,1,17.7,2.8,2.5
walk,0.746118,shopping,4,35-44,higher,1,1,employee,0,17.7,2.8,2.5
car,4.4032,commuting,4,45-54,higher,0,1,employee,1,20,0,1.1
pt,5.3722,personal_errants,4,45-54,higher,0,1,employee,1,20,0,1.1
pt,1.0621,taking_bringing_persons,4,35-44,higher,1,1,employee,1,14.4,0,1.9
pt,2.70868,commuting,4,35-44,higher,1,1,employee,1,14.4,0,1.9
pt,1.92773,commuting,4,35-44,higher,1,1,employee,1,14.4,0,1.9
pt,1.0621,personal_errants,4,35-44,higher,1,1,employee,1,14.4,0,1.9
pt,1.77304,shopping,4,35-44,higher,1,1,employee,1,14.4,0,1.9
pt,0.603931,shopping,4,35-44,higher,1,1,employee,1,14.4,0,1.9
car,1.0621,commuting,4,"less than 18",lower,1,0,student,1,14.4,0,1.9
pt,279.683,other,3,55-64,higher,0,1,retired/pensioner,1,18.4,0,2.2
walk,0.847807,personal_errants,3,55-64,higher,0,1,retired/pensioner,1,18.4,0,2.2
walk,1.42018,personal_errants,3,45-54,lower,1,1,unemployed,1,20.8,0.3,1.4
walk,1.71579,other,3,45-54,lower,1,1,unemployed,1,20.8,0.3,1.4
walk,0.306126,other,3,45-54,lower,1,1,unemployed,1,20.8,0.3,1.4
pt,2.07762,personal_errants,3,45-54,lower,1,1,unemployed,1,20.8,0.3,1.4
pt,7.6378,commuting,3,55-64,higher,0,1,employee,1,19.1,0,1.9
walk,3.17901,commuting,3,45-54,higher,1,1,employee,1,19.1,0,1.9
pt,1.10641,taking_bringing_persons,3,45-54,higher,1,1,employee,1,19.1,0,1.9
pt,1.10641,personal_errants,3,45-54,higher,1,1,employee,1,19.1,0,1.9
pt,4.80304,other,3,45-54,higher,1,1,employee,1,19.1,0,1.9
walk,0.829788,commuting,3,"less than 18",lower,0,0,student,0,19.1,0,1.9
car,1.10641,personal_errants,3,"less than 18",lower,0,0,student,1,19.1,0,1.9
car,4.80304,other,3,"less than 18",lower,0,0,student,1,19.1,0,1.9
walk,3.4824,other,3,65-74,higher,0,1,retired/pensioner,0,19.1,0,1.9
pt,10.8507,other,3,65-74,higher,0,1,retired/pensioner,0,19.1,0,1.9
walk,3.47337,other,3,65-74,higher,0,1,retired/pensioner,0,19.1,0,1.9
pt,7.78013,other,3,65-74,higher,0,1,retired/pensioner,0,19.1,0,1.9
pt,7.97683,commuting,2,25-34,higher,1,1,employee,1,18.6,0.1,0
pt,2.55008,other,2,25-34,higher,1,1,employee,1,18.6,0.1,0
pt,6.16074,other,2,25-34,higher,1,1,employee,1,18.6,0.1,0
walk,0.437005,other,4,65-74,higher,1,1,retired/pensioner,1,14.4,0,1.9
pt,5.47341,commuting,3,18-24,lower,1,1,student,1,19.1,0,1.9
pt,5.47341,commuting,3,18-24,lower,1,1,student,0,19.1,0,1.9
car,3.0004,other,3,18-24,lower,1,1,student,1,19.1,0,1.9
pt,1.8731,shopping,3,55-64,lower,1,0,employee,0,18.4,0,2.2
walk,1.29722,other,3,65-74,higher,1,1,retired/pensioner,1,18.4,0,2.2
pt,0.793196,shopping,3,65-74,higher,1,1,retired/pensioner,1,18.4,0,2.2
walk,0.902306,other,3,65-74,higher,1,1,retired/pensioner,1,18.4,0,2.2
pt,0.902306,other,3,65-74,higher,1,1,retired/pensioner,1,18.4,0,2.2
pt,1.8156,other,3,65-74,higher,1,1,retired/pensioner,1,18.4,0,2.2
